,name,address,latlon
271,우석뮤지엄,서울특별시 서대문구 신촌로 129(창천동),"(37.5565639285478, 126.940328119434)"
272,이한열기념관,서울특별시 마포구 신촌로 12나길 26,"(37.5550435661865, 126.933865358054)"
273,이화박물관,서울특별시 중구 정동길 26,"(37.5661766361549, 126.971324436617)"
274,인도박물관,서울특별시 서초구 서초중앙로2길 35(서초동),"(37.484096350928, 127.019192893295)"
275,전기박물관,서울특별시 서초구 효령로 72길 60,"(37.4856046634033, 127.028078834421)"
276,전쟁과여성인권박물관,서울특별시 마포구 월드컵북로11길 20,"(37.5600976273155, 126.914887108093)"
277,문경석탄박물관,경상북도 문경시 가은읍 왕능길 112,"(36.6542003875429, 128.061325940969)"
278,종이나라박물관,서울특별시 중구 장충단로 166(장충동1가),"(37.5596497157976, 127.006153920631)"
279,농업역사박물관,충청북도 괴산군 괴산읍 충민로 검승1길 6,"(36.8053358842675, 127.824356316082)"
280,초전섬유·퀼트박물관,서울특별시 중구 퇴계로18길 66(남산동1가),"(37.5581281200112, 126.984229519746)"
281,문경자연생태박물관,경상북도 문경시 문경읍 새재1길 45,"(36.7525161854054, 128.076452048925)"
282,탄허기념불교박물관,서울특별시 강남구 밤고개로14길 13-51,"(37.4789886079745, 127.10281217163)"
283,뮤지엄김치간,서울특별시 종로구 인사동길 35-4(관훈동),"(37.5735538862116, 126.984865059281)"
284,한국가구박물관,서울특별시 성북구 대사관로 121(성북동),"(37.6003783121197, 126.993449212447)"
285,한국금융사박물관,서울특별시 중구 세종대로 135-5,"(37.5685952282764, 126.976433052559)"
286,미호박물관,경기도 남양주시 고산로126번길 15-2,"(37.5926623341483, 127.180615999628)"
287,한국은행 화폐박물관,서울특별시 중구 남대문로 39,"(37.5625151968969, 126.97972353038)"
288,한국천주교순교자박물관,서울특별시 마포구 토정로 6 (합정동),"(37.5441354407025, 126.911793575318)"
289,한국현대문학관,서울특별시 중구 동호로 268,"(37.5596211531741, 127.004103102634)"
290,강릉선교장박물관,강원도 강릉시 운정길 63,"(37.7873054456205, 128.8845298873)"
291,밀알미술관,서울특별시 강남구 일원로 90,"(37.4857818608305, 127.08207177919)"
292,혜곡최순우기념관,서울특별시 성북구 성북로15길9,"(37.5929768495688, 127.000349881218)"
293,호림박물관(신림본관),서울특별시 관악구 남부순환로 152길 53,"(37.4808823005112, 126.918236356687)"
294,호림박물관(신사분관),서울특별시 강남구 도산대로 317,"(37.522697614888, 127.036344550051)"
295,밀양시립박물관,경상남도 밀양시 밀양대공원로 100,"(35.502965088616, 128.759364274933)"
296,서울올림픽기념관(휴관),서울특별시 송파구 올림픽로 424(방이동),"(37.5203396980951, 127.115517876627)"
297,평강성서유물박물관,서울특별시 구로구 오류로8라길 44(오류동),"(37.4919552205758, 126.844061327772)"
298,건국대학교 박물관,서울특별시 광진구 능동로 120,"(37.539182674872, 127.074711902268)"
299,경희대학교 자연사박물관,서울특별시 동대문구 경희대로 26,"(37.5939491407769, 127.054890960564)"
300,경희대학교 중앙박물관,서울특별시 동대문구 경희대로 26,"(37.5939491407769, 127.054890960564)"
301,설민민화박물관,경기도 용인시 처인구 동부로 823,"(37.1893059358055, 127.277058912498)"
302,경희대학교 한의학역사박물관(휴관),서울특별시 동대문구 경희대로 26(회기동),"(37.5939491407769, 127.054890960564)"
303,고려대학교박물관,서울특별시 성북구 안암로 145,"(37.5887034223667, 127.031698331241)"
304,국민대학교박물관,서울특별시 성북구 정릉로 77(정릉동),"(37.6102878430906, 126.998520644814)"
305,덕성여자대학교박물관,서울특별시 도봉구 삼양로 144길 33,"(37.6524704146763, 127.015834944956)"
306,동국대학교박물관,서울특별시 중구 필동로 1길 30,"(37.5589366401553, 126.998737605491)"
307,동덕여자대학교박물관,서울특별시 성북구 화랑로13길 60(하월곡동),"(37.6068148327539, 127.041176301847)"
308,삼육대학교박물관,서울특별시 노원구 화랑로 815,"(37.643357369067, 127.108850343184)"
309,박물관은살아있다,제주특별자치도 서귀포시 중문관광로 42,"(33.2549005523668, 126.40977029065)"
310,서울대학교박물관,서울특별시 관악구 관악로 1,"(37.4662872666604, 126.94815644252)"
311,서울시립대학교 박물관,서울특별시 동대문구 서울시립대로 163(전농동),"(37.5825775765293, 127.059988126984)"
312,강릉시립미술관,강원도 강릉시 화부산로 40번길 46,"(37.7605532773464, 128.890853054506)"
313,성균관대학교박물관,서울특별시 종로구 성균관로 25-2,"(37.5872284082508, 126.993115116294)"
314,성신여자대학교 박물관,서울특별시 성북구 보문로 34다길 2,"(37.5916524767249, 127.02214561649)"
315,성신여자대학교 자연사박물관,서울특별시 강북구 도봉로76가길 55(미아동),"(37.6320379987723, 127.027124202688)"
316,성신여자대학교 정원박광훈 복식박물관,서울특별시 강북구 도봉로76가길 55(미아동),"(37.6320379987723, 127.027124202688)"
317,세종대학교 박물관,서울특별시 광진구 능동로 209,"(37.5516093089619, 127.07318364213)"
318,박을복자수박물관,서울특별시 강북구 삼양로149가길 53,"(37.6538155283057, 127.00848864731)"
319,연세대학교박물관,서울특별시 서대문구 연세로 50,"(37.5660508394158, 126.943916239886)"
320,이화여자대학교박물관,서울특별시 서대문구 이화여대길 52,"(37.5644645178259, 126.950288837762)"
321,이화여자대학교 자연사박물관,서울특별시 서대문구 이화여대길 52,"(37.5644645178259, 126.950288837762)"
322,한양대학교박물관,서울특별시 성동구 왕십리로 222,"(37.5545035492027, 127.046611216789)"
323,강릉커피박물관,강원도 강릉시 왕산면 왕산로 2171-19,"(37.6522436753433, 128.784658748398)"
324,홍익대학교  박물관,서울특별시 마포구 와우산로 94,"(37.5525192523979, 126.924990619497)"
325,숙명여자대학교박물관(휴관),서울특별시 용산구 청파로 47길 100(청파동2가),"(37.5454740835781, 126.965074376341)"
326,숙명여자대학교 정영양자수박물관(휴관),서울특별시 용산구 청파로 47길 100(청파동2가),"(37.5454740835781, 126.965074376341)"
327,국립일제강제동원역사관,부산광역시 남구 홍곡로 320번길 100,"(35.1245049652038, 129.092070117093)"
328,동삼동패총전시관,부산광역시 영도구 태종로 729,"(35.0712291558223, 129.079788239231)"
329,박인환문학관,강원도 인제군 인제읍 인제로156번길 50,"(38.0628034312462, 128.17173802335)"
330,부산근대역사관,부산광역시 중구 대청로 104,"(35.1026705690456, 129.03115952083)"
331,부산시민공원역사관,부산광역시 부산진구 시민공원로 73,"(35.1654551093013, 129.055853718932)"
332,부산어촌민속관,부산광역시 북구 학사로 128 (화명동),"(35.2337526919034, 129.008453770306)"
333,부산영화체험박물관,부산광역시 중구 대청로 126번길 12,"(35.1016922846345, 129.033591966652)"
334,63아트,서울특별시 영등포구 63로 50,"(37.5196641552816, 126.939909338068)"
335,강원감영관찰사박물관,강원도 원주시 흥업면 사제로 399-10,"(37.3252796878779, 127.886559591377)"
336,부산해양자연사박물관,부산광역시 동래구 우장춘로175 (온천동),"(35.2219601060686, 129.07564755144)"
337,박진전쟁기념관,경상남도 창녕군 남지읍 월상길 27,"(35.4479670532735, 128.386193918996)"
338,백남준아트센터,경기도 용인시 기흥구 백남준로 10(상갈동),"(37.2691466271795, 127.110437937287)"
339,범어사 성보박물관,부산광역시 금정구 범어사로250,"(35.2830426366443, 129.067620787638)"
340,백범김구기념관,서울특별시 용산구 임정로 26,"(37.5442779438577, 126.959253034196)"
341,오륜대 한국순교자박물관,부산광역시 금정구 오륜대로 106-1,"(35.2457017239552, 129.100901592687)"
342,백석대학교 기독교박물관,충청남도 천안시 동남구 백석대학로 1-1(안서동),"(36.8404426605233, 127.184593130582)"
343,경성대학교박물관,부산광역시 남구 수영로 309(대연동),"(35.1384873078988, 129.10010311307)"
344,동의대학교박물관,부산광역시 부산진구 엄광로176 (가야동),"(35.1443184545334, 129.036309884005)"
345,백영수미술관,경기도 의정부시 안말로58번안길 55-1,"(37.7136942056675, 127.044438515999)"
346,강원도탄광문화촌,강원도 영월군 북면 밤재로351,"(37.2631451058098, 128.466940424352)"
347,부산과학기술대학교 민속자료실 박물관,부산광역시 북구 시랑로 132번길 88(구포3동) 청우관 5층 민속자료실,"(35.1941945073743, 129.005303108413)"
348,부산대학교박물관,부산광역시 금정구 부산대학로63번길 2,"(35.2322427971605, 129.08382445362)"
349,신라대학교 박물관,부산광역시 사상구 백양대로700번길 140(괘법동),"(35.1720524953802, 128.99779692981)"
350,백제군사박물관,충청남도 논산시 부적면 충곡로 311-54,"(36.192387657536, 127.181587970804)"
351,한국해양대학교박물관,부산광역시 영도구 태종로 727,"(35.0744069144827, 129.087131295109)"
352,한새뮤지엄(교육박물관),부산광역시 연제구 교대로 24,"(35.1956935815526, 129.077081867066)"
353,범패민속문화박물관,인천광역시 미추홀구 경인로70번길 11-13,"(37.4647854152715, 126.651216428436)"
354,국채보상운동기념관,대구광역시 중구 국채보상로 670,"(35.8693010475673, 128.601738834066)"
355,대구근대역사관,대구광역시 중구 경상감영길67,"(35.8717977921288, 128.591159945005)"
356,대구향토역사관,대구광역시 중구 달성공원로 35,"(35.8733985897096, 128.575918341373)"
357,강화역사박물관,인천광역시 강화군 하점면 강화대로 994-19,"(37.7737103432375, 126.435338301645)"
358,방짜유기박물관,대구광역시 동구 도장길 29,"(35.9654554163302, 128.701363946621)"
359,약령시한의약박물관,대구광역시 중구 달구벌대로 415길 49,"(35.8685163598675, 128.589908485381)"
360,DTC섬유박물관,대구광역시 동구 팔공로 227,"(35.9190995021191, 128.6402949676)"
361,농경생활사박물관,대구광역시 달성군 가창면 가창로 1003,"(35.7930196211337, 128.625578680538)"
362,박물관 수,대구광역시 수성구 국채보상로 186길 79,"(35.8648286181095, 128.63414856563)"
363,자연염색박물관,대구광역시 동구 파계로 112길 17,"(35.9793385109849, 128.636473547671)"
364,전통산업박물관,대구광역시 동구 팔공산로 225-34,"(35.9978014420435, 128.61389393754)"
365,대구은행금융박물관(휴관),대구광역시 수성구 달구벌대로 2310,"(35.8593142668444, 128.614946855347)"
366,경북대학교박물관,대구광역시 북구 대학로 80,"(35.8890974884948, 128.614322336303)"
367,계명대학교 행소박물관,대구광역시 달서구 달구벌대로 1095,"(35.8559055953885, 128.484579003028)"
368,강화자연사박물관,인천광역시 강화군 하점면 강화대로 994-33,"(37.7745952718786, 126.434720799767)"
369,대구보건대학교 인당뮤지엄,대구광역시 북구 영송로 15,"(35.9267978807961, 128.544031065704)"
370,벽골제농경문화박물관,전라북도 김제시 부량면 벽골제로 442,"(35.7546255822479, 126.853104304187)"
371,벽봉한국장신구박물관,경기도 파주시 탄현면 헤이리마을길 48-38,"(37.7876302890023, 126.700061354635)"
372,벽천미술관,전라북도 김제시 부량면 벽골제로 442,"(35.7546255822479, 126.853104304187)"
373,별마로천문대,강원도 영월군 영월읍 천문대길 397,"(37.1994352507635, 128.485728576657)"
374,보나장신구박물관,서울특별시 종로구 인사동 9길 9,"(37.5735773616784, 126.984552393953)"
375,인천광역시 시립박물관,인천광역시 연수구 청량로160번길 26(옥련동),"(37.4207092537534, 126.653179783488)"
376,보령석탄박물관,충청남도 보령시 성주산로 508,"(36.3261254820003, 126.652711806646)"
377,한국근대문학관,인천광역시 중구 신포로 15번길 76,"(37.4726095541999, 126.621015545831)"
378,보름산미술관,경기도 김포시 고촌읍 수기로 100-78,"(37.5963723058213, 126.760887964163)"
379,강화전쟁박물관,인천광역시 강화군 강화읍 해안동로 1366번길 18,"(37.7335789723833, 126.515997199905)"
380,보성군립백민미술관,전라남도 보성군 문덕면 죽산길 168-14,"(34.9669473974867, 127.160065539395)"
381,옥토끼우주센터,인천광역시 강화군 불은면 강화동로 403,"(37.6741428767622, 126.487308215133)"
382,보은향토민속자료전시관,충청북도 보은군 보은읍 군청길 38 (이평리 45),"(36.4897036279608, 127.729748179994)"
383,인천학생6.25참전관,인천광역시 중구 우현로 72번길 3-4,"(37.4734355047288, 126.630257762215)"
384,재미난박물관,인천광역시 중구 신포로23번길 83(중앙동1가),"(37.4731086737837, 126.620835426579)"
385,초연다구박물관,인천광역시 중구 신포로 39번길 8-1,"(37.47263833257, 126.625577103048)"
386,한국선교역사기념관,인천광역시 부평구 장제로 393,"(37.5209413093168, 126.732111218659)"
387,복권박물관,충청남도 천안시 동남구 문암로 283(KB국민은행 천안연수원),"(36.8487251106753, 127.201707971586)"
388,혜명단청박물관,인천광역시 중구 신포로 15번길 48,"(37.4719036593687, 126.622097913914)"
389,복천박물관,부산광역시 동래구 복천로 63,"(35.2087781859987, 129.091172145001)"
390,묵산미술박물관,강원도 영월군 김삿갓면 김삿갓로 697-6,"(37.1151628605234, 128.603996758248)"
391,아시아문화박물관,광주광역시 동구 문화전당로 38,"(35.147057304165, 126.92003143495)"
392,광주광역시립민속박물관,광주광역시 북구 서하로 48-25,"(35.1844161656366, 126.888436361449)"
393,본태박물관,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,"(33.303954807155, 126.392568258817)"
394,부경대학교박물관,부산광역시 남구 용소로 45,"(35.1311752099157, 129.104865521163)"
395,KJB금융박물관,광주광역시 동구 제봉로 225,"(35.1548269706022, 126.912881392668)"
396,광주교육대학교 교육박물관,광주광역시 북구 필문대로 55,"(35.1647069458086, 126.925730100694)"
397,소전미술관,경기도 시흥시 소래산길 41,"(37.4519680949523, 126.785501154121)"
398,전남대학교 의학박물관,광주광역시 동구 백서로 160(학동),"(35.1431653319603, 126.923263854896)"
399,부산박물관,부산광역시 남구 유엔평화로 63,"(35.1295556003254, 129.092941728987)"
400,한국수자원공사 대청댐물문화관,대전광역시 대덕구 대청로 618-136,"(36.4744348881081, 127.481538138225)"
401,거제박물관,경상남도 거제시 거제대로 3791(옥포동),"(34.8940397668028, 128.686210582588)"
402,부산포민속박물관,부산광역시 부산진구 중앙대로702번길 21(부전동),"(35.1555499173397, 129.060370184212)"
403,한국지질자원연구원 지질박물관,대전광역시 유성구 과학로 124,"(36.3810575720925, 127.357358372623)"
404,솔향공원 소나무전시관,충청북도 보은군 속리산면 속리산로 600,"(36.4992081063953, 127.802707554843)"
405,배재대학교박물관,대전광역시 서구 배재로 155-40,"(36.3232382774419, 127.366074460163)"
406,충남대학교자연사박물관,대전광역시 유성구 대학로 99,"(36.3683281154744, 127.341662059729)"
407,박제상기념관,울산광역시 울주군 두동면 박제상로 200,"(35.6546570168516, 129.229484376536)"
408,부안청자박물관,전라북도 부안군 보안면 청자로 1493,"(35.6114991331722, 126.651333795429)"
409,울산대곡박물관,울산광역시 울주군 두동면 서하천전로 257,"(35.6190980607693, 129.169189502686)"
410,울산암각화박물관,울산광역시 울주군 두동면 반구대안길 254,"(35.608060723442, 129.170553888358)"
411,부여생활사박물관,충청남도 부여군 규암면 백제문로 553,"(36.3065313023755, 126.916963466247)"
412,거제어촌민속전시관,경상남도 거제시 일운면 지세포해안로 41,"(34.8336936508229, 128.701885306896)"
413,부천펄벅기념관,경기도 부천시 성주로 214번길 61,"(37.4755586865906, 126.781705955056)"
414,울산해양박물관,울산광역시 울주군 서생면 해맞이로 1251,"(35.3616546596256, 129.354696153226)"
415,울산대학교박물관,울산광역시 남구 대학로 93,"(35.54183711963, 129.257425346502)"
416,충청남도산림박물관,세종특별자치시 금남면 산림박물관길 110,"(36.4376993757342, 127.232743326942)"
417,부천활박물관,경기도 부천시 소사로 482,"(37.5025652739072, 126.799025397955)"
418,여인생활사박물관,세종특별자치시 조치원읍 안터길 107,"(36.6297665812604, 127.28727843941)"
419,부평역사박물관,인천광역시 부평구 굴포로 151,"(37.5121421637402, 126.737908105854)"
420,국립6.25전쟁납북자기념관,경기도 파주시 문산읍 임진각로 153,"(37.8889789649611, 126.74320882364)"
421,국립수목원 산림박물관,경기도 포천시 소흘읍 광릉수목원로 415,"(37.7562423103768, 127.165664648451)"
422,국립여성사전시관,경기도 고양시 덕양구 화중로 104번길 50,"(37.635815566407, 126.834035479033)"
423,단종역사관,강원도 영월군 영월읍 단종로190,"(37.1968117699973, 128.452902952279)"
424,세종대왕역사문화관,경기도 여주시 능서면 영릉로 269-10,"(37.304933069041, 127.611332810811)"
425,지도박물관,경기도 수원시 영통구 월드컵로 92,"(37.2757714462846, 127.054963410323)"
426,고양 어린이박물관,경기도 고양시 덕양구 화중로 26,"(37.6294807750624, 126.8309490585)"
427,과천시 추사박물관,경기도 과천시 추사로 78(주암동),"(37.4530047663899, 127.028725091153)"
428,북촌동양문화박물관,서울특별시 종로구 북촌로11길 76,"(37.5839903499019, 126.983370412821)"
429,경기도자박물관,경기도 광주시 곤지암읍 경충대로 727,"(37.3502827778995, 127.334785538911)"
430,북촌박물관,서울특별시 종로구 북촌로 39,"(37.5804323346915, 126.984766984678)"
431,남양주 유기농박물관,경기도 남양주시 조안면 북한강로 881,"(37.5955185003696, 127.338534896993)"
432,동두천시경기북부어린이박물관,경기도 동두천시 평화로2910번길 46,"(37.9445748131977, 127.064321440062)"
433,북촌생활사박물관,서울특별시 종로구 북촌로5나길 90(삼청동),"(37.5844954835796, 126.982996796521)"
434,난고김삿갓문학관,강원도 영월군 김삿갓면 김삿갓로 216-22,"(37.0794787004654, 128.601727789658)"
435,부천교육박물관,경기도 부천시 소사로 482,"(37.5025652739072, 126.799025397955)"
436,부천로보파크 전시관,경기도 부천시 평천로 655(약대동),"(37.5176099577068, 126.764051223644)"
437,부천수석박물관,경기도 부천시 소사로 482,"(37.5025652739072, 126.799025397955)"
438,부천옹기박물관,경기도 부천시 소사로 638,"(37.513640950013, 126.801745180743)"
439,불교중앙박물관,서울특별시 종로구 우정국로 55,"(37.5738931410856, 126.981881684461)"
440,수양개선사유물전시관,충청북도 단양군 적성면 수양개유적로 390,"(36.9604646639316, 128.332464808112)"
441,성호기념관,경기도 안산시 상록구 성호로 131,"(37.3150752328576, 126.859577409527)"
442,세미원연꽃박물관,경기도 양평군 양서면 양수로 93,"(37.5409386577644, 127.323960794665)"
443,불국사박물관,경상북도 경주시 불국로 385,"(35.7923023161251, 129.331725391321)"
444,안산향토사 박물관,경기도 안산시 상록구 석호로 144(사동),"(37.2993256853712, 126.847631726672)"
445,성산패총(유물전시관),경상남도 창원시 성산구 성산패총로 137,"(35.2079313310328, 128.67927358772)"
446,거창박물관,경상남도 거창군 거창읍 수남로 2181,"(35.6743004465706, 127.91031267729)"
447,블루메미술관,경기도 파주시 탄현면 헤이리마을길 59-30,"(37.7893254058271, 126.696633315135)"
448,비움박물관,광주광역시 동구 제봉로 143-1(대의동),"(35.150406563256, 126.920277387808)"
449,영인산산림박물관,충청남도 아산시 염치읍 아산온천로 16-30,"(36.8432258689823, 126.940948216736)"
450,여주시립 폰박물관,경기도 여주시 강변유원지길 105,"(37.2930621411566, 127.666904035882)"
451,사상생활사박물관,부산광역시 사상구 낙동대로1258번길 36,"(35.1720227712112, 128.978718838601)"
452,유럽자기박물관,경기도 부천시 소사로 482,"(37.5025652739072, 126.799025397955)"
453,유엔군 초전기념관,경기도 오산시 경기대로 742(외삼미동 640),"(37.1846106046729, 127.049013797855)"
454,의왕향토사료관,경기도 의왕시 골우물길 49,"(37.3422472192416, 126.969513763653)"
455,이천세계도자센터,경기도 이천시 경충대로2697번길 167-29(관고동),"(37.2740718897595, 127.425927571874)"
456,산청박물관,경상남도 산청군 생초면 산수로 1064,"(35.4923138135252, 127.831854792657)"
457,검단선사박물관,인천광역시 서구 고산후로121번길 7,"(37.5944458440676, 126.69868239286)"
458,제암리 3.1운동 순국기념관,경기도 화성시 향남읍 제암길 50,"(37.1263080924847, 126.891595759381)"
459,산청한의학박물관,경상남도 산청군 금서면 동의보감로555번길 61,"(35.4411110124403, 127.827835002714)"
460,포천 역사문화관,경기도 포천시 중앙로 34번길 8,"(37.890465655787, 127.198270330871)"
461,삶의이야기가있는집,경기도 용인시 처인구 원삼면 내동로 50-13,"(37.1738457867384, 127.295877471237)"
462,화성시향토박물관,경기도 화성시 향남읍 행정동로 96,"(37.1326382495102, 126.928110194214)"
463,황순원문학관,경기도 양평군 서종면 소나기마을길 24,"(37.5949195641212, 127.377886605482)"
464,(재)중남미문화원병설박물관,경기도 고양시 덕양구 대양로 285번길 33-15,"(37.7035839689443, 126.895348208515)"
465,증권박물관,경기도 고양시 일산동구 호수로 358-8,"(37.6385380894942, 126.785985726533)"
466,김포 다도박물관,경기도 김포시 월곶면 애기봉로275번길 187-49,"(37.7375259515081, 126.57443588688)"
467,삼성미술관 Leeum,서울특별시 용산구 이태원로55길 60-16,"(37.5384612696435, 126.999294071613)"
468,결성농요농사박물관,충청남도 홍성군 결성면 구성남로 91,"(36.5326247918839, 126.548968641453)"
469,덕포진 교육박물관,경기도 김포시 대곶면 덕포진로103번길 90,"(37.6506535189675, 126.538722286949)"
470,삼성출판박물관,서울특별시 종로구 비봉길2-2,"(37.6086977287684, 126.95707605716)"
471,삼성현역사문화관,경상북도 경산시 남산면 삼성현공원로59,"(35.8016883355227, 128.7966116739)"
472,무의자전시관,경기도 남양주시 평내로 9,"(37.6443220745008, 127.230909995961)"
473,삼척시립박물관,강원도 삼척시 엑스포로 54,"(37.4388785079503, 129.15843808583)"
474,배다리박물관(휴관),경기도 고양시 덕양구 수역이길 120-24(성사동),"(37.6585014336743, 126.846288949235)"
475,배다골민속박물관,경기도 고양시 덕양구 배다골길 131(화정동),"(37.6301653463192, 126.848109272185)"
476,사람박물관 얼굴,경기도 광주시 남종면 분원길 3-6,"(37.4939574953744, 127.302050905982)"
477,삼탄아트마인,강원도 정선군 고한읍 함백산로 1445-44,"(37.1850515002253, 128.883521694438)"
478,삼성화재교통박물관,경기도 용인시 처인구 포곡읍 에버랜드로 376번길 171,"(37.3003722949362, 127.216953757492)"
479,겸재정선미술관,서울특별시 강서구 양천로47길 36,"(37.5722229700452, 126.838412024868)"
480,세계민속악기박물관(헤이리),경기도 파주시 탄현면 헤이리마을길 63-26,"(37.7895075878518, 126.699378269018)"
481,세주묘엄박물관,경기도 수원시 팔달구 창룡대로 236-54(우만동),"(37.2915095992648, 127.03749738563)"
482,신세계한국상업사박물관(휴관),경기도 용인시 처인구 남사읍 화곡로 77,"(37.150433152117, 127.181222151938)"
483,신영숙컬렉션박물관,경기도 용인시 기흥구 흥덕4로 63,"(37.2773062759168, 127.090111458455)"
484,아해한국전통문화어린이박물관(아해박물관),경기도 과천시 추사로 133,"(37.4576201639377, 127.029979181906)"
485,아프리카예술박물관,경기도 포천시 소흘읍 광릉수목원로 967,"(37.7752697159139, 127.139327724226)"
486,양평아프리카문화예술박물관,경기도 양평군 용문면 금곡길 40,"(37.5073155718613, 127.616438335424)"
487,옹청박물관,경기도 여주시 산북면 금품2로 132,"(37.3894372970672, 127.448151861942)"
488,상명대학교박물관,서울특별시 종로구 평창문화로 151,"(37.6105845819103, 126.975762353288)"
489,상원미술관,서울특별시 종로구 평창31길 27,"(37.6116283604817, 126.976568867652)"
490,경기도박물관,경기도 용인시 기흥구 상갈로 6,"(37.2681878592972, 127.108652846473)"
491,영집궁시박물관,경기도 파주시 탄현면 국원말길 168,"(37.7849290690934, 126.711366576425)"
492,예당국악박물관(휴관),경기도 남양주시 강변북로661번길 21(수석동),"(37.5899642030367, 127.168381921384)"
493,상주박물관,경상북도 상주시 사벌국면 경천로 684,"(36.4591647043965, 128.240352135346)"
494,상주자전거박물관,경상북도 상주시 용마로 415,"(36.4532283758238, 128.255061291255)"
495,유진민속박물관,경기도 고양시 덕양구 고양대로1670번길 78-11(원흥동),"(37.6458539920335, 126.865783650961)"
496,옥천향토전시관,충청북도 옥천군 안내면 장계1길 57,"(36.3775353393487, 127.635007407959)"
497,자연생태박물관,경기도 부천시 길주로 660,"(37.505128682994, 126.815687355854)"
498,잔아문학박물관,경기도 양평군 서종면 사랑제길 9-9,"(37.5967717185063, 127.354781246164)"
499,조명박물관,경기도 양주시 광적면 광적로 235-48,"(37.8360952402573, 126.967530634184)"
500,우제길미술관,광주광역시 동구 의재로 140-6,"(35.1318076234452, 126.943042660761)"
501,옛터박물관,대전광역시 동구 산내로 321-35(하소동,"(36.2151049415157, 127.440844260968)"
502,청강만화역사박물관,경기도 이천시 마장면 청강가창로 389-94(해월리) 청강문화산업대학교~ 청강홀 3층,"(37.2064534859647, 127.356496217098)"
503,서울과학기술대학교 미술관,서울특별시 노원구 공릉로 232(공릉동),"(37.6330789279387, 127.076794742851)"
504,서울교육박물관,서울특별시 종로구 북촌로5길 48(화동),"(37.5812654545612, 126.983870059299)"
505,서울대학교 미술관,서울특별시 관악구 관악로1,"(37.4662872666604, 126.94815644252)"
506,서울대학교 치의학대학원 치의학박물관,서울특별시 종로구 대학로 103,"(37.5812861026278, 127.001141181595)"
507,한과문화박물관한가원,경기도 포천시 영북면 산정호수로 322번길 26-9,"(38.0683561031749, 127.303729405901)"
508,한국기독교역사박물관,경기도 이천시 대월면 대평로 214번길 10-13,"(37.2228144304191, 127.49925120635)"
509,한국등잔 박물관,경기도 용인시 처인구 모현읍 능곡로56번길 8,"(37.3365864507027, 127.177880922362)"
510,서울여자대학교 박물관,서울특별시 노원구 화랑로 621,"(37.6273815936787, 127.091621159803)"
511,한국탁본자료관,경기도 남양주시 와부읍 도심길 16,
512,경기도어린이박물관,경기도 용인시 기흥구 상갈로 6,"(37.2681878592972, 127.108652846473)"
513,서울역사박물관,서울특별시 종로구 새문안로 55(신문로2가 2-1),"(37.5704968494713, 126.97107522045)"
514,한얼고문서유물관,경기도 여주시 대신면 대신1로 298,"(37.3986551049577, 127.609242579071)"
515,한얼과학문화관,경기도 여주시 대신면 대신1로 298,"(37.3986551049577, 127.609242579071)"
516,한얼산업디자인유물관,경기도 여주시 대신면 대신1로 298,"(37.3986551049577, 127.609242579071)"
517,한얼의학유물관,경기도 여주시 대신면 대신1로 298,"(37.3986551049577, 127.609242579071)"
518,한얼전적유물관,경기도 여주시 대신면 대신1로 298,"(37.3986551049577, 127.609242579071)"
519,한얼카메라유물관,경기도 여주시 대신면 대신1로 298,"(37.3986551049577, 127.609242579071)"
520,허브아일랜드식물원,경기도 포천시 신북면 청신로 947번길 35,"(37.9659258149323, 127.13170799037)"
521,서천 이하복 고택 전시관,충청남도 서천군 기산면 신막로 57번길 32-3,"(36.080951714006, 126.759267666971)"
522,환경조형박물관(휴관),경기도 양평군 강상면 강남로 981,"(37.4836241739745, 127.483406945609)"
523,경남도립미술관,경상남도 창원시 의창구 용지로 296,"(35.2394635711567, 128.690856569715)"
524,경기대학교소성박물관,경기도 수원시 영통구 광교산로 154-42,"(37.2980136931725, 127.033116715137)"
525,경희대학교 혜정박물관,경기도 용인시 기흥구 덕영대로 1732(서천동),"(37.2398001522416, 127.081198790803)"
526,단국대석주선기념박물관,경기도 용인시 수지구 죽전로 152(죽전동),"(37.3211938747541, 127.132535935195)"
527,명지대학교 박물관,경기도 용인시 처인구 명지로 116(남동),"(37.2218072639192, 127.190183727516)"
528,서호미술관,경기도 남양주시 화도읍 북한강로 1344,"(37.6327086123867, 127.351509826423)"
529,신구대학박물관,경기도 성남시 중원구 광명로 377,"(37.4488513932536, 127.167696591792)"
530,아주대학교 도구박물관,경기도 수원시 영통구 월드컵로 206,"(37.2830563756566, 127.043660039022)"
531,한국항공대학교 항공우주박물관,경기도 고양시 덕양구 항공대학로 76-9,"(37.5998685669338, 126.865260577847)"
532,한신대학교 박물관,경기도 오산시 한신대길 137,"(37.1925943198315, 127.027451982136)"
533,국립춘천박물관,강원도 춘천시 우석로 70,"(37.8638411301865, 127.752087863747)"
534,경북과학대학교박물관,경상북도 칠곡군 기산면 지산로 463,"(35.9934942129688, 128.336644644497)"
535,국립산악박물관,강원도 속초시 미시령로 3054(노학동),"(38.202778480663, 128.540470949875)"
536,강원경찰박물관,강원도 춘천시 신북읍 신샘밭로 361,"(37.9252924821362, 127.74991842767)"
537,강원도디엠제트박물관,강원도 고성군 현내면 통일전망대로 369,"(38.5763045943936, 128.382599027668)"
