,name,address,latlon
538,강원도산림박물관,강원도 춘천시 화목원길 24,"(37.9226444575207, 127.725155972564)"
539,대관령 박물관,강원도 강릉시 성산면 대관령옛길 1,"(37.7167296134507, 128.804077230025)"
540,석봉도자기미술관,강원도 속초시 엑스포로 156,"(38.1979612472461, 128.582509726436)"
541,허균허난설헌기념관,강원도 강릉시 난설헌로 193번길 1-16,"(37.7918710332224, 128.90966068284)"
542,마리소리골악기박물관,강원도 홍천군 서석면 마리소리길 207,"(37.7379034344985, 128.251132874984)"
543,석장리박물관,충청남도 공주시 금벽로 990,"(36.4479520344338, 127.187587606644)"
544,속초시립박물관,강원도 속초시 신흥2길 16,"(38.2010532289486, 128.53820409959)"
545,구미성리학역사관,경상북도 구미시 금오산로 336-13,"(36.1146780358557, 128.312496842567)"
546,숲사랑홍보관,강원도 강릉시 사천면 미노길 1,"(37.8172068803275, 128.851244065993)"
547,선바위미술관,경기도 과천시 무네미길 34,"(37.4517726054167, 126.999302798284)"
548,성곡미술관,서울특별시 종로구 경희궁길 42,"(37.5735105141974, 126.96970364743)"
549,양양군 오산리선사유적박물관,강원도 양양군 손양면 학포길 33,"(38.0858601216138, 128.660469578843)"
550,어촌민속전시관,강원도 삼척시 원덕읍 삼척로 1852-6,"(37.2680172502562, 129.327245702561)"
551,오죽헌박물관,강원도 강릉시 율곡로 3139번길 24,"(37.7783132755465, 128.876708449301)"
552,원주시역사박물관,강원도 원주시 봉산로 134,"(37.3430624544639, 127.966416395784)"
553,월남파병용사 만남의 장,강원도 화천군 간동면 죽엽산길 81-68,"(38.0531896185365, 127.833258183591)"
554,의암 류인석 기념관,강원도 춘천시 남면 충효로 1503,"(37.7440859127385, 127.570653178043)"
555,춘천인형극박물관,강원도 춘천시 영서로 3017(사농동),"(37.9209224402127, 127.720107583956)"
556,충재유물관,경상북도 봉화군 봉화읍 충재길 60,"(36.9054280291403, 128.742541208552)"
557,경북대학교 미술관,대구광역시 북구 대학로 80(산격동),"(35.8890974884948, 128.614322336303)"
558,성마루미술관,충청북도 충주시 대소원면 장성길 38-1,"(36.9613638788494, 127.838824966705)"
559,정선향토박물관,강원도 정선군 화암면 화암동굴길 12-2,"(37.3499861552059, 128.789145434017)"
560,성북구립미술관,서울특별시 성북구 성북로 134,"(37.5948371972307, 126.994887077742)"
561,성북선잠박물관,서울특별시 성북구 성북로 96,"(37.5932328985556, 126.998219789208)"
562,파로호 안보전시관,강원도 화천군 간동면 파로호로 208,"(38.0949920452854, 127.77152934784)"
563,팔랑민속관,강원도 양구군 동면 바랑길158번길 1,"(38.2097017133557, 128.065632743975)"
564,홍천향토사료관,강원도 홍천군 홍천읍 장전평로 18,"(37.6823178788815, 127.872393374578)"
565,화진포 생태박물관,강원도 고성군 거진읍 화진포길 278,"(38.4721924315299, 128.443620447992)"
566,화진포 역사안보전시관,강원도 고성군 거진읍 화진포길 280,"(38.4735006305532, 128.441567040381)"
567,화천박물관,강원도 화천군 하남면 춘화로3337,"(38.0978037935723, 127.704041662846)"
568,경북대학교자연사박물관,경상북도 군위군 효령면 경북대로 2228,"(36.12174617868, 128.576603006321)"
569,황영조기념관,강원도 삼척시 근덕면 초곡길 176,"(37.3072605443748, 129.294724392228)"
570,성암미술관,대전광역시 유성구 온천동로 19-1,"(36.353679688065, 127.348841251479)"
571,난고 김삿갓 문학관,강원도 영월군 김삿갓면 김삿갓로 216-22,"(37.0794787004654, 128.601727789658)"
572,세계골프역사박물관,서울특별시 강남구 테헤란로 528,"(37.5080952698916, 127.062000046367)"
573,세계다문화박물관,서울특별시 은평구 불광로 135,"(37.6187820901707, 126.932520730455)"
574,술샘박물관(젊은달 와이파크),강원도 영월군 주천면 송학주천로 1467-9,"(37.2739562894897, 128.269249524786)"
575,라디오스타박물관,강원도 영월군 영월읍 금강공원길 84-3,"(37.1853435746647, 128.476783156878)"
576,단종역사관(휴관),강원도 영월군 영월읍 단종로 190,"(37.1968117699973, 128.452902952279)"
577,세계무술박물관,충청북도 충주시 남한강로26,"(36.9884386675516, 127.907763150799)"
578,강원랜드 뿌리관,강원도 정선군 사북읍 삼삼길33,"(37.2245365848273, 128.815792198346)"
579,경산시립박물관,경상북도 경산시 박물관로46(사동655-1),"(35.8139838841407, 128.763123026479)"
580,금강산자연사박물관(휴관),강원도 고성군 현내면 동해대로 7961,"(38.4720074013808, 128.422432252633)"
581,동양자수박물관,강원도 강릉시 죽헌길 140-12,"(37.778081200337, 128.880240154104)"
582,은암미술관,광주광역시 동구 서석로85번길 8-12(대의동),"(35.1500134570187, 126.920654631593)"
583,만해문학박물관,강원도 인제군 북면 만해로 91,"(38.1875464105466, 128.318128299592)"
584,뮤지엄 산(페이퍼갤러리),강원도 원주시 지정면 오크밸리2길 260,"(37.4153325753682, 127.823409104346)"
585,사립강원종합박물관,강원도 삼척시 신기면 강원남부로 3016,"(37.3514033873953, 129.084143140293)"
586,세계술문화박물관,충청북도 충주시 중앙탑면 탑정안길 12,"(37.0185292402297, 127.865617791007)"
587,세계인형박물관,경기도 파주시 탄현면 헤이리 마을길 76-100,"(37.7868580437526, 126.702108038442)"
588,엄마꿈박물관,강원도 강릉시 구정면 정등로 130,"(37.7292188989864, 128.874162877852)"
589,세계장신구박물관,서울특별시 종로구 북촌로 5나길 2,"(37.5809771968776, 126.981805927261)"
590,포천역사문화관,경기도 포천시 중앙로34번길 8,"(37.890465655787, 127.198270330871)"
591,세계조가비박물관,제주특별자치도 서귀포시 태평로 284(서홍동),"(33.2474426560564, 126.551629529085)"
592,세종시립민속박물관,세종특별시 전의면 금사길75,"(36.6090819099808, 127.170608807875)"
593,세종전통장류박물관,세종특별자치시 전동면 배일길 90-43,"(36.6757124965999, 127.259323306123)"
594,월정사성보박물관,강원도 평창군 진부면오대산로176,"(37.7188312865252, 128.602948314329)"
595,세화미술관,서울특별시 종로구 새문안로 68(신문로1가),"(37.5696425113058, 126.972139469043)"
596,소래역사관,인천광역시 남동구 아암대로 1605,"(37.3981643725555, 126.737599911272)"
597,추억의박물관,강원도 정선군 신동읍 함백로 565,"(37.2149816921311, 128.694256583488)"
598,치악산고판화박물관,강원도 원주시 신림면 물안길62,"(37.2574381883248, 128.128029826843)"
599,피노키오박물관,강원도 강릉시 강동면 율곡로 1441,"(37.7054583826871, 129.007843904557)"
600,소마미술관,서울특별시 송파구 위례성대로 51,"(37.516920655117, 127.118166964751)"
601,경상북도독립운동기념관,경상북도 안동시 임하면 독립기념관길 2,"(36.5331951913966, 128.858222223114)"
602,소소미술관,전라남도 화순군 도곡면 지강로 467-1,"(35.0359597689763, 126.90554885159)"
603,LIUSEUM 세계민족악기전시관(휴관),강원도 춘천시 남산면 남이섬길 1,"(37.7901249506709, 127.526128703219)"
604,고려궁박물관(휴관),강원도 평창군 대관령면 올림픽로 1169,"(37.6187079500859, 128.647574276713)"
605,치악민속박물관(휴관),강원도 원주시 고문골길 113,"(37.3369239395196, 128.010586210619)"
606,인제스피디움 클래식카 박물관,강원도 인제군 기린면 상하답로 130,"(38.0026073029496, 128.295384285256)"
607,소수박물관,경상북도 영주시 순흥면 소백로 2780,"(36.9259235238592, 128.582311989581)"
608,강릉원주대학교 박물관,강원도 강릉시 죽헌길 7,"(37.7657331772579, 128.870217435979)"
609,강원대학교 중앙박물관,강원도 춘천시 강원대학길 1,"(37.8679956160244, 127.74837984446)"
610,소아르미술관,전라남도 화순군 화순읍 화보로 4439-10,"(35.0755595592619, 126.959122595463)"
611,국립청주박물관,충청북도 청주시 상당구 명암로 143,"(36.6496689375646, 127.512009139173)"
612,대구교육박물관,대구광역시 북구 대동로1길 40(산격동),"(35.8973686952082, 128.611838338634)"
613,공군박물관,충청북도 청주시 상당구 남일면 단재로 635,
614,난계국악박물관,충청북도 영동군 심천면 국악로 9,"(36.2101941391739, 127.704950433274)"
615,소암미술관,광주광역시 남구 중앙로 83-1,"(35.1437838260601, 126.907016826776)"
616,제천유물전시관,충청북도 제천시 청풍면 청풍호로 2048,"(37.0040483199986, 128.173382821203)"
617,영동향토민속자료전시관,충청북도 영동군 심천면 국악로 18,"(36.2108633361822, 127.705840615696)"
618,손기정기념관,서울특별시 중구 손기정로 101-4(만리동2가),"(37.5558004970449, 126.964708872347)"
619,제8대유엔사무총장반기문 평화기념관,충청북도 음성군 원남면 행치길 15-5,"(36.8919576427877, 127.664407300722)"
620,제천국제발효박물관,충청북도 제천시 한방엑스포로 19,"(37.1437339269959, 128.159762684659)"
621,손성목영화박물관,강원도 강릉시 경포로 399,"(37.798062354592, 128.897987904667)"
622,제천의병전시관,충청북도 제천시 봉양읍 의암로 566-7,"(37.0995908101593, 128.087616933886)"
623,드영미술관 (3월 ~9월),광주광역시 동구 성촌길 6,"(35.1342978601103, 126.953481487731)"
624,송암미술관,인천광역시 미추홀구 비류대로55번길 68,"(37.4344163087041, 126.642218405057)"
625,충렬사 유물전시관,충청북도 충주시 충열1길 6(단월동),"(36.9461801942425, 127.905419493084)"
626,쇳대박물관,서울특별시 종로구 이화장길 100,"(37.5798042434578, 127.004616599397)"
627,충주세계무술박물관,충청북도 충주시 남한강로 26(금릉동 626-10),"(36.9884386675516, 127.907763150799)"
628,수다라성보박물관,전라남도 영광군 불갑면 불갑사로 450,"(35.1996750766919, 126.550047626733)"
629,수덕사근역성보관,충청남도 예산군 덕산면 수덕사안길 79,"(36.6624507435088, 126.622668409829)"
630,동곡박물관,충청북도 영동군 영동읍 대학로 10,"(36.1780923776472, 127.779595889939)"
631,수덕사선미술관,충청남도 예산군 덕산면 수덕사안길 79,"(36.6624507435088, 126.622668409829)"
632,수도국산달동네박물관,인천광역시 동구 솔빛로 51(송현동),"(37.4778799020515, 126.639297278615)"
633,청주옹기박물관,충청북도 청주시 상당구 우암산로 472,"(36.6509736542431, 127.514002055105)"
634,부산광역시립미술관,부산광역시 해운대구 APEC로 58,"(35.1666871626708, 129.137027270474)"
635,수도박물관,서울특별시 성동구 왕십리로 27,
636,예뿌리민속박물관(휴관),충청북도 청주시 상당구 가덕면 금거1길 10,"(36.5828333433719, 127.597878866983)"
637,매괴박물관,충청북도 음성군 감곡면 성당길 10,"(37.1224445209485, 127.641337717917)"
638,중원대학교박물관,충청북도 괴산군 괴산읍 문무로85,"(36.8191551494983, 127.798493849973)"
639,청주대학교 박물관,충청북도 청주시 청원구 대성로 298,"(36.6508565012441, 127.495199134623)"
640,충북대학교 박물관,"충청북도 청주시 서원구 충대로 1(개신동, 충북대학교)","(36.6300443933522, 127.455076764458)"
641,조동리선사유적박물관,충청북도 충주시 동량면 조동1길 15,"(37.0264191426674, 127.961865378539)"
642,국립공주박물관,충청남도 공주시 관광단지길 34,"(36.465529122998, 127.112179948988)"
643,국립부여박물관,충청남도 부여군 부여읍 금성로 5,"(36.2756427696509, 126.917893250924)"
644,국립해양문화재연구소 태안해양유물전시관,충청남도 태안군 근흥면 신진대교길 94-33,"(36.6771965820005, 126.151412149086)"
645,경주솔거미술관,경상북도 경주시 경감로 614,"(35.8322527041009, 129.288867087571)"
646,국립해양생물자원관 씨큐리움,충청남도 서천군 장항읍 장산로101번길 75,"(36.0172449848086, 126.669820609361)"
647,충무공이순신기념관,충청남도 아산시 염치읍 현충사길 126,"(36.8065474284046, 127.031198834901)"
648,칠백의총관리소(기념관),충청남도 금산군 금성면 의총길 50,"(36.1294280572086, 127.492435331018)"
649,우정박물관,충청남도 천안시 동남구 양지말1길 11-14,"(36.8139652331737, 127.18856256767)"
650,수원광교박물관,경기도 수원시 영통구 광교로 182,"(37.2963487071449, 127.051421621674)"
651,수원대학교 박물관,경기도 화성시 봉담읍 와우안길 17,"(37.2101174847642, 126.979480352479)"
652,기지시줄다리기 박물관,충청남도 당진시 송악읍 안틀모시길 11,"(36.8961622787994, 126.694763260437)"
653,백제역사문화관,충청남도 부여군 규암면 백제문로 455,"(36.3075715788732, 126.908494592976)"
654,보령박물관,충청남도 보령시 대흥로 63,"(36.3507166159605, 126.590519719021)"
655,수원박물관,경기도 수원시 영통구 창룡대로 265,"(37.2976471413729, 127.035632922097)"
656,사람박물관얼굴,경기도 광주시 남종면 분원길 3-6,"(37.4939574953744, 127.302050905982)"
657,송산리고분군 모형전시관,충청남도 공주시 왕릉로 37(웅진동),"(36.4624457612016, 127.112977989317)"
658,석오이동녕기념관,충청남도 천안시 동남구 목천읍 동리4길 35,"(36.7907223646682, 127.238582562273)"
659,수원화성박물관,경기도 수원시 팔달구 창룡대로 21,"(37.2825913909866, 127.018985088128)"
660,심훈기념관,충청남도 당진시 송악읍 상록수길 105,"(36.951506033956, 126.771911160964)"
661,순창장류박물관,전라북도 순창군 순창읍 장류로 43,"(35.3698630504395, 127.111075685243)"
662,유류피해극복기념관,충청남도 태안군 소원면 천리포 1길 120,"(36.7926391538807, 126.148330243782)"
663,순천시기독교역사박물관,전라남도 순천시 매산길 61,"(34.9604356338335, 127.480160730955)"
664,순천시립뿌리깊은나무박물관,전라남도 순천시 낙안면 평촌3길 45,"(34.9036395059545, 127.339981581067)"
665,청양군백제문화체험박물관,충청남도 청양군 대치면 장곡길 43-24,"(36.4060653386354, 126.84547057599)"
666,충청남도역사박물관,충청남도 공주시 국고개길 24,"(36.4530882544673, 127.127386610134)"
667,여주산림박물관,경기도 여주시 황학산수목원길 73,"(37.2787534339522, 127.647036487465)"
668,계양산성박물관,인천광역시 계양구 계양산로 101,"(37.5480192706034, 126.727031602671)"
669,홍주성 역사관,충청남도 홍성군 홍성읍 아문길 20,"(36.6001987669591, 126.660920388938)"
670,천안흥타령관(휴관),충청남도 천안시 동남구 천안대로 412,"(36.7847870908045, 127.165601591196)"
671,능산리고분군전시관,충청남도 부여군 부여읍 왕릉로 61,"(36.2770592642811, 126.94511696756)"
672,계룡산자연사박물관,충청남도 공주시 반포면 임금봉길 49-25,"(36.366400905147, 127.244823858302)"
673,숭실대학교 한국기독교박물관,서울특별시 동작구 상도로 369(상도동),"(37.4964289688636, 126.955157917408)"
674,쉐마미술관,충청북도 청주시 청원구 내수읍 내수로 241,"(36.6950252995816, 127.499681465587)"
675,쉼박물관,서울특별시 종로구 세검정로 209-17,"(37.5995036888778, 126.955677955696)"
676,시안미술관,경상북도 영천시 화산면 가래실로 364,"(36.0327624255395, 128.889246569158)"
677,신풍미술관,경상북도 예천군 지보면 신풍1리길 50,"(36.5397000581738, 128.436847447378)"
678,실학박물관,경기도 남양주시 조안면 다산로747번길 16,"(37.5159995277577, 127.300635428812)"
679,옹기민속박물관,서울특별시 도봉구 삼양로 574-41,
680,아라리인형의집 인형극박물관,강원도 정선군 북평면 명주내길 43-1,"(37.438079293463, 128.646969473413)"
681,영남대학교자연박물관,경상북도 경산시 대학로 280,"(35.8304916312343, 128.75218013148)"
682,아르코미술관,서울특별시 종로구 동숭길 3,"(37.5805022887696, 127.003256182632)"
683,공주대학교박물관,충청남도 공주시 공주대학로 56,"(36.466848433479, 127.138669492909)"
684,공주교육대학교 박물관,충청남도 공주시 웅진로 27,"(36.4452038483364, 127.119655178765)"
685,아리랑박물관,강원도 정선군 정선읍 애산로 51,"(37.3764325286658, 128.671564768332)"
686,선문대학교박물관,충청남도 아산시 탕정면 선문로221번길 70,"(36.8010404471004, 127.075732161892)"
687,국립미륵사지유물전시관,전라북도 익산시 금마면 미륵사지로 362 (기양리),"(36.0115511688116, 127.028713860679)"
688,국립태권도박물관,전라북도 무주군 설천면 무설로 1482,"(36.0093114913593, 127.77866237099)"
689,고부역사문화관,전라북도 정읍시 고부면 영주로 530,"(35.619057759085, 126.771426126003)"
690,성호박물관,경기도 안산시 상록구 성호로 131,"(37.3150752328576, 126.859577409527)"
691,고창고인돌박물관,전라북도 고창군 고창읍 고인돌공원길 74,"(35.4416979518034, 126.652497503304)"
692,아모레퍼시픽미술관,서울특별시 용산구 한강대로 100,"(37.5287911785354, 126.968673565462)"
693,구파백정기의사기념관,전라북도 정읍시 영원면 영원로 1049,"(35.652199433772, 126.783239122896)"
694,아미미술관,충청남도 당진시 순성면 남부로 753-4,"(36.8617455445668, 126.680481476151)"
695,마한박물관,전라북도 익산시 금마면 고도9길 41-14,"(36.0015317580866, 127.057070860454)"
696,무주곤충박물관,전라북도 무주군 설천면 무설로 1324,"(36.0122165930135, 127.761344633358)"
697,아천미술관,전라남도 영암군 신북면 하정길12-7,"(34.8893975074535, 126.704699027974)"
698,보석박물관,전라북도 익산시 왕궁면 호반로 8,"(35.9906348937135, 127.102524262956)"
699,아트선재센터,서울특별시 종로구 율곡로3길 87,"(37.5794635323506, 126.981839239613)"
700,신평면 생활사박물관,전라북도 임실군 신평면 석등슬치로 369,"(35.6570501208647, 127.223672952558)"
701,덕성여자대학교 박물관,서울특별시 도봉구 근화교길 19 덕성여자대학교,
702,아트센터화이트블럭,경기도 파주시 탄현면 헤이리마을길 72,"(37.788893284322, 126.699401873934)"
703,입점리고분전시관,전라북도 익산시 웅포면 입점고분길80,"(36.0467981536619, 126.872163161171)"
704,전북산림박물관,전라북도 순창군 복흥면 추령로 1777,"(35.4771411497596, 126.925728689557)"
705,안동대학교박물관,경상북도 안동시 경동로 1375,"(36.5414384997503, 128.79756403132)"
706,안동민속박물관,경상북도 안동시 민속촌길 13,"(36.5760672998942, 128.76443963326)"
707,동학농민혁명기념관,전라북도 정읍시 덕천면 동학로 742,"(35.6337058445527, 126.83011881365)"
708,금산사 성보박물관,전라북도 김제시 금산면 모악15길 1,"(35.7225668108435, 127.054624066001)"
709,안동소주박물관,경상북도 안동시 강남로 71-1,"(36.5497634298258, 128.708699757434)"
710,원불교역사박물관,전라북도 익산시 익산대로 501,"(35.9744656129776, 126.951606974051)"
711,원숭이학교 자연사박물관,전라북도 부안군 상서면 부안로 1783,"(35.6680960059817, 126.671406065141)"
712,산악박물관,서울특별시 도봉구 도봉산길 86,"(37.6873283388396, 127.03476098119)"
713,책박물관,전라북도 완주군 삼례읍 삼례역로 68,"(35.9074571856513, 127.065755967041)"
714,천호카톨릭성물박물관,전라북도 완주군 비봉면 천호성지길 151,"(36.0355427799979, 127.129304167917)"
715,충간공보물제651호박물관,전라북도 익산시 삼기면 미륵산1길 8,"(36.0264119061213, 127.016343514233)"
716,안면도쥬라기박물관,충청남도 태안군 남면 곰섬로 37-20,"(36.6092937113232, 126.310712597861)"
717,군산대학교 박물관,전라북도 군산시 대학로 558,"(35.9503457085054, 126.680356828107)"
718,원광대학교 박물관,전라북도 익산시 익산대로 460,"(35.9717139651945, 126.960223680824)"
719,전북대학교박물관,전라북도 전주시 덕진구 백제대로 567,"(35.8411382714422, 127.131588969832)"
720,안산어촌민속박물관,경기도 안산시 단원구 대부황금로7(선감동),"(37.1925072623148, 126.6461205161)"
721,국립해양문화재연구소 해양유물전시관,전라남도 목포시 남농로 136,"(34.7925023826131, 126.421301018549)"
722,강진군 다산기념관,전라남도 강진군 도암면 다산로 766-20,"(34.5764119352883, 126.749956102538)"
723,경주예술의전당알천미술관,경상북도 경주시 알천북로 1,"(35.8623564552314, 129.205996240216)"
724,고려청자박물관,전라남도 강진군 대구면 청자촌길 33,"(34.5086620320972, 126.800837407838)"
725,고흥갑재민속전시관,전라남도 고흥군 두원면 두원운석길 9,"(34.6520348190376, 127.312557357949)"
726,안상철미술관,경기도 양주시 백석읍 권율로 905,"(37.7783849195416, 126.957051684917)"
727,광양역사문화관,전라남도 광양시 광양읍 매천로 829,"(34.9757670974202, 127.585980218693)"
728,김대중노벨평화상기념관,전라남도 목포시 삼학로 92번길 68,"(34.7828517737364, 126.392250559951)"
729,낙안읍성자료관,전라남도 순천시 낙안면 충민길 30,"(34.906401074793, 127.341822652758)"
730,목포문학관,전라남도 목포시 남농로 95,"(34.7928235072466, 126.416928987188)"
731,목포생활도자박물관,전라남도 목포시 남농로 117,"(34.7936386769176, 126.419501090581)"
732,목포자연사박물관,전라남도 목포시 남농로 135,"(34.7937271727923, 126.4210673699)"
733,목포근대역사관,전라남도 목포시 영산로29번길 6,"(34.7876957778739, 126.381794178469)"
734,재송역사박물관,부산광역시 해운대구 재반로63번길 23,"(35.1846296140493, 129.12519542904)"
735,백호문학관,전라남도 나주시 다시면 회진길 8,"(34.9969470319132, 126.666809387684)"
736,순천만자연생태관,전라남도 순천시 순천만길 513-25,"(34.8857970100738, 127.5092833426)"
737,안성3.1운동기념관,경기도 안성시 원곡면 만세로 868,"(37.0627846601606, 127.175295234549)"
738,안성맞춤박물관,경기도 안성시 대덕면 서동대로 4726-15,"(37.0113178937083, 127.22835587435)"
739,시문학파기념관,전라남도 강진군 강진읍 영랑생가길 14,"(34.6422880024331, 126.765960274934)"
740,안양박물관,경기도 안양시 만안구 예술공원로103번길 4,"(37.4183923842176, 126.918324563246)"
741,전라남도산림박물관,전라남도 완도군 군외면 초평1길 156,"(34.3606525817539, 126.6635320533)"
742,전라병영성 하멜기념관,전라남도 강진군 병영면 병영성로 180,"(34.7192873742752, 126.818626941067)"
743,증도갯벌생태전시관,전라남도 신안군 증도면 지도증도로 1766-4,"(34.9644877787435, 126.13644601291)"
744,진도역사관,전라남도 진도군 의신면 운림산방로 315,"(34.4669934819648, 126.308381639922)"
745,조각보박물관,부산광역시 해운대구 좌동순환로 25-1,"(35.1686940521218, 129.166195091858)"
746,필암서원유물전시관,전라남도 장성군 황룡면 필암서원로 187,"(35.3098621790391, 126.750963999723)"
747,하의3도농민운동기념관,전라남도 신안군 하의면 하의로 115,"(34.6165228199184, 126.028466782665)"
748,한국대나무박물관,전라남도 담양군 담양읍 죽향문화로 35,"(35.3093436736534, 126.976408812335)"
749,한국민화뮤지엄,전라남도 강진군 대구면 청자촌길 61-5,"(34.5086753407789, 126.804162844899)"
750,안젤리미술관,경기도 용인시 처인구 이동읍 이원로 244,"(37.1845115484712, 127.231312613977)"
751,애니메이션박물관,강원도 춘천시 서면 박사로 854,"(37.8930610610383, 127.691892620055)"
752,홍길동전시관,전라남도 장성군 황룡면 홍길동로 431,"(35.3186207091425, 126.726557828707)"
753,애보박물관,인천광역시 남동구 만의골로 71,"(37.4504629589262, 126.767081895966)"
754,귀족호도박물관,전라남도 장흥군 장흥읍 남부관광로 56-90,"(34.6750172227669, 126.919100912208)"
755,나야나 교육박물관,전라남도 담양군 담양읍 언골길 5-4,"(35.3253075136534, 126.98350956016)"
756,무비인더박스,부산광역시 해운대구 해운대해변로209번길 8-3,"(35.1593336490912, 129.154308071616)"
757,담양우표박물관,전라남도 담양군 대전면 대치9길 16,"(35.2766345440767, 126.889578787546)"
758,양구근현대사박물관,강원도 양구군 양구읍 금강산로 439-51,"(38.1222262567069, 127.990415721426)"
759,대원사 티벳박물관,전라남도 보성군 문덕면 죽산길 520-1,"(34.9591516469849, 127.132037035948)"
760,양구백자박물관,강원도 양구군 방산면 평화로 5182,"(38.2072701824975, 127.951401835408)"
761,미암박물관,전라남도 담양군 대덕면 장동길 76,"(35.2594242885738, 127.021452735857)"
762,송광사성보박물관,전라남도 순천시 송광면 송광사안길 100,"(35.0023635450929, 127.274870647975)"
763,선암사성보박물관(휴관),전라남도 순천시 승주읍 선암사길 450,"(34.9961821309022, 127.327355954493)"
764,와보랑께박물관,전라남도 강진군 병영면 장강로 804-6,"(34.6997573994552, 126.82676305844)"
765,양구선사박물관,강원도 양구군 양구읍 금강산로 439-52,"(38.1235944094982, 127.990395659785)"
766,화엄사성보박물관,전라남도 구례군 마산면 화엄사로 539,"(35.257316023389, 127.497719732591)"
767,부산시립미술관,부산광역시 해운대구 APEC로 58,"(35.1666871626708, 129.137027270474)"
768,담양테테루테마파크,전라남도 담양군 담양읍 메타세쿼이아로 146,"(35.3296866106684, 127.017399705092)"
769,아쿠아플라넷 여수,전라남도 여수시 오동도로 61-11,"(34.7462604087252, 127.748711504164)"
770,목포대학교박물관,전라남도 무안군 청계면 영산로 1666,"(34.9103065584639, 126.440210194715)"
771,순천대학교박물관,전라남도 순천시 중앙로255,"(34.9667612819538, 127.480923056778)"
772,국립경주박물관,경상북도 경주시 일정로 186,"(35.8294300867523, 129.228681914688)"
773,국립낙동강생물자원관,경상북도 상주시 도남2길 137,"(36.4455919580711, 128.255415511716)"
774,국립등대박물관,경상북도 포항시 남구 호미곶면 해맞이로150번길 20,"(36.0778379128621, 129.568256453096)"
775,양구인문학박물관,강원도 양구군 양구읍 파로호로869번길 101,"(38.1219947475291, 127.981278358307)"
776,구미시립민속관,경상북도 구미시 산책길 51,"(36.1235520717778, 128.330616867608)"
777,양림미술관,광주광역시 남구 제중로 70(양림동),"(35.1405537085286, 126.912967269505)"
778,여주시립폰박물관,경기도 여주시 강변유원지길 105,"(37.2930621411566, 127.666904035882)"
779,뮤지엄다,부산광역시 해운대구 센텀서로 20,"(35.1713212016422, 129.128981440117)"
780,양산시립박물관,경상남도 양산시 북정로78,"(35.3584941049558, 129.04903245469)"
781,양주시립장욱진미술관,경기도 양주시 장흥면 권율로 193,"(37.7328163175108, 126.949250354605)"
782,양주시립회암사지박물관,경기도 양주시 회암사길 11,"(37.8412264391851, 127.102980859932)"
783,사촌마을자료관,경상북도 의성군 점곡면 점곡길 28,"(36.4251648767866, 128.762999864676)"
784,양평곤충박물관,경기도 양평군 옥천면 경강로 1496,"(37.5092017466073, 127.449185850665)"
785,상주동학교당유물전시관,경상북도 상주시 은척면 우기1길 64,"(36.5401681869607, 128.060636604354)"
786,양평군립미술관,경기도 양평군 양평읍 문화복지길 2,"(37.497099346603, 127.48399894161)"
787,양평친환경농업박물관,경기도 양평군 용문면 용문산로 670,"(37.5476051694784, 127.581224756163)"
788,영양산촌생활박물관,경상북도 영양군 입암면 영양로 963,"(36.6158078002899, 129.084695554971)"
789,어진박물관,"전라북도 전주시 완산구 태조로 44, 1동","(35.8155190040042, 127.150120200252)"
790,아세안문화박물관,부산광역시 해운대구 좌동로 162,"(35.1751358860254, 129.182045700507)"
791,우륵박물관,경상북도 고령군 대가야읍 가야금길 98,"(35.7423393459121, 128.263788053191)"
792,엄미술관,경기도 화성시 봉담읍 오궁길37,"(37.2055370663003, 126.979381222593)"
793,에디슨과학박물관,강원도 강릉시 경포로 371번길 26,"(37.7973437932252, 128.897102290103)"
794,여성생활사박물관,경기도 여주시 강천면 강천로 324-20,"(37.2425250448164, 127.708143297964)"
795,정기룡장군유물전시관,경상북도 상주시 사벌국면 충의로 230,"(36.4445411129789, 128.213265939507)"
796,청송민속박물관,경상북도 청송군 청송읍 주왕산로 222,"(36.3896827226622, 129.083768586123)"
797,여수미술관,전라남도 여수시 도원로 263-1,"(34.7613237567624, 127.660136328453)"
798,함창명주박물관,경상북도 상주시 함창읍 무운로 1593,"(36.5764626791953, 128.159920814482)"
799,여수민속전시관,전라남도 여수시 율촌면 서부로 1442,"(34.8472401734193, 127.557174303642)"
800,충재박물관,경상북도 봉화군 봉화읍 충재길 60,"(36.9054280291403, 128.742541208552)"
801,고구려대장간마을,경기도 구리시 우미내길 41,"(37.5608078747359, 127.110949170661)"
802,경산공룡박물관,경상북도 경산시 남산면하대2길32-7,"(35.7961384056337, 128.804876408658)"
803,경상북도문화재연구원박물관,경상북도 영천시 금호읍 원제 2길 38,"(35.9441022219404, 128.897126696454)"
804,경주버드파크,경상북도 경주시 보문로 74-14,"(35.8494907429895, 129.261504866397)"
805,경주테디베어박물관,경상북도 경주시 보문로 280-34(북군동),"(35.8518935665496, 129.273457668627)"
806,금오민속박물관,경상북도 의성군 단북면 중련길22-8,"(36.3905071153724, 128.406916788994)"
807,보경사성보박물관,경상북도 포항시 북구 송라면 보경로 523,"(36.2529679261859, 129.319200412636)"
808,부석사성보박물관,경상북도 영주시 부석면 부석사로 345,"(36.9973813281608, 128.685645109057)"
809,여주곤충박물관,경기도 여주시 명성로 114-146,"(37.2595598710371, 127.663350611216)"
